domain,family,label
m0r3dithcorp.info,charbot,dga
bycuobafnqrlsl.com,ramnit,dga
gqwm4u8ecukm.top,qadars,dga
hdalfvhnmu.net,oderoor,dga
duoqzl.net,qsnatch,dga
tbogq21xgsic.com,shiotob,dga
n9vrtus.net,charbot,dga
xfwz.com.ua,conficker,dga
yppdatbremfbbdhn.eu,emotet,dga
pcrcjgtmyujwftyq.eu,emotet,dga
novecukinin.eu,simda,dga
pas7denastarnews.eu,charbot,dga
ixwtgncvo8qlmlo0w41.ddns.net,corebot,dga
clgms-solfest.fr,manuelita,dga
wilhelminaphilomena.net,suppobox,dga
erayfaaas.name,pitou,dga
ewu8iwycq8us.net,qadars,dga
fieldaoutes.net,charbot,dga
z8xylsm3ebfkbe7lcb.biz,rovnix,dga
xdqoba.com,virut,dga
pibcglrj.com,oderoor,dga
thusake.cc,oderoor,dga
tgakiudztg.com,fobber,dga
f359ai5nifoet.net,shiotob,dga
ysrmuvohd.tv,oderoor,dga
96f54b08fcb0f.feedback,monerominer,dga
ishemaliledstuff.ru,manuelita,dga
ehovivqode.ddns.net,symmi,dga
ucwfqjbahdcqevoomlej.com,zloader,dga
pjhduwhyxijvkjbbkzjrzhh.ru,gameover,dga
qrvcd7g2x72b34bbfd.ru,rovnix,dga
mehworedbaatepbef.net,ranbyus,dga
fyuifhb.net,tempedreve,dga
356aed0f6b08a24bbbf8a18289cb5c33.co.cc,bamital,dga
watsain.com,manuelita,dga
aptysororc,deception,dga
zbquewnxfn.com,alureon,dga
rwbhzxwxsnc.cc,kraken,dga
ejydixphhy.nl,locky,dga
veoopaqaj.org,pitou,dga
vendossibusseccl.com,gozi,dga
gcdd4b311b67afa96ae20bc4f02b77f686.tk,dyre,dga
bzrpgkeeuk.com,dnschanger,dga
fefeekcaeobfendo.com,padcrypt,dga
movru.nu,manuelita,dga
hdozpcy.com,oderoor,dga
mjcxmjiwmtia.org,sisron,dga
dataheatsetholdfinanceguide.com,matsnu,dga
eicttaestsosdv.info,cryptolocker,dga
xtkbrsensinaix.com,banjori,dga
xcgxokfzmw.com,dircrypt,dga
shopgpt.net,manuelita,dga
somowga.com,vawtrak,dga
pdenrsensinaix.com,banjori,dga
potprophetedebuissentest.com,gozi,dga
tovtcnfdyugkblduuoirhibeqsaynf.ru,gameover,dga
ocmizh.com,virut,dga
brmhnvkqoyuc.cm,necurs,dga
dezwgcfg01.fi,qsnatch,dga
jrcagufkh.co,proslikefan,dga
daaadkdlbcbdmcca.cc,padcrypt,dga
asvxhs.biz,pykspa,dga
orhgbsacl.net,tempedreve,dga
wxuowuug.cc,proslikefan,dga
qeibavea.ru,pushdo,dga
qgknrjsdvp.com,fobber,dga
ruqjueqid.tv,kraken,dga
jqp9aeyu9eikws9efy1xl1pvf.biz,zeus-newgoz,dga
gpctgftmd.com,kraken,dga
dkqhpxuwpwyv.fr,locky,dga
bstpsrbwhaxdrvasdfmud.ac,necurs,dga
y39174ab301ae7aff52015c73850aba31f.hk,dyre,dga
cemiesuwcumkywqa.org,ramdo,dga
5bac62187ce46b21e11c8ed081fa39a0.cz.cc,bamital,dga
948db66c3deb92271cfe9e6167a86aaa.com,tinynuke,dga
pxiemiaksqejait.uk,locky,dga
wnpxezvhw.com,kraken,dga
wqnchestermysteryhouse.name,charbot,dga
ca82adc6a3a8906cd756e4975b04c537.cz.cc,bamital,dga
venialiumpredicatorum.com,gozi,dga
6c605059c279fb052e57d7f3263bc307.com,tinynuke,dga
dabdbbdkfanfdalb.eu,padcrypt,dga
mqlenfvrj.co,proslikefan,dga
arpmpwrahn.com,mydoom,dga
vvuyetphpoam.com,cryptolocker,dga
u6s676w8gpm8cng.ddns.net,corebot,dga
bqlqscpqwsh.dynserv.com,kraken,dga
jepomix.info,simda,dga
j26lsj36pycrg23n40hsa67kri55g33cxh64k67n50.com,murofet,dga
ussufiwwir.com,vawtrak,dga
j2m9ljcufab.com,shiotob,dga
nntufkn.com,pykspa,dga
iqiuclgcmh.com,alureon,dga
ocexcpngxkucbuaprdhxxhuh.ru,gameover,dga
pdyilvfm.net,kraken,dga
summarynotified.id,nymaim,dga
mjfhtglhqg.com,fobber,dga
nuilaaxan.mobi,pitou,dga
mjyxmjiwmtia.net,sisron,dga
oq0u8a8mwe4m.org,qadars,dga
fdwyrvu.com,vidro,dga
e2varmtq3m4cby.net,shiotob,dga
qrmhrhnpnn.info,mydoom,dga
gooiarociurup.com,ramnit,dga
jvmjjbaikfojeatokbhauscupreyhih.biz,gameover,dga
i0ekqcawi8mk.top,qadars,dga
8awyoqwu4ioy.org,qadars,dga
unixplaylist.net,nymaim,dga
p520875a87f45f1d219510c8e6dbadb5e2.ws,dyre,dga
xlnglgdb.top,qsnatch,dga
ltztjtr.mooo.com,kraken,dga
kdajjduv.net,oderoor,dga
acwuxyrasn.com,ramnit,dga
nucqcaatmh.com,fobber,dga
mdqwmtiwmtma.net,sisron,dga
elucidandepeconfidant.com,gozi,dga
elhom.mu,conficker,dga
ldcpnuvswiflqpcdp.com,ranbyus,dga
variousbridge.net,suppobox,dga
cgopsihakbka.jp,necurs,dga
ecklewwuvmsubgar.com,sphinx,dga
jgtkhtigyfl.tv,oderoor,dga
qni0clevefmbotg.ddns.net,corebot,dga
n5js5vcgrkww.net,shiotob,dga
8txvfo1gyvu8w11kmpojs87iz0.com,zeus-newgoz,dga
yversldecbexyixxx.tw,ranbyus,dga
brooklynnwashington.net,suppobox,dga
tbdhjap.info,tempedreve,dga
gfynunapgsgooqxk.eu,emotet,dga
tymetzeeapp.me,charbot,dga
bizohdhjdi.com,alureon,dga
manmissaccountcontainescape.com,matsnu,dga
cwpsnvcjos.com,dircrypt,dga
yvtiaposhmd.info,tempedreve,dga
a59151f14069d832546183ac760173b4.com,tinynuke,dga
fbalbamobfkcfdlb.com,padcrypt,dga
ujcqmtc.com,qsnatch,dga
400ofum.com,manuelita,dga
zhjmwglzzdkvlzzdqsjnxwl.org,murofet,dga
cummpprqdhrcpbic.eu,emotet,dga
bcuawcpxicvvvvo.com,cryptolocker,dga
obrpgphxrrxqt.com,bedep,dga
cmbqrsensinaix.com,banjori,dga
knejbligvrfgscif.com,ramnit,dga
s606cegm0a8q.org,qadars,dga
825fd53681ad8ea5cd1f494c4e655a22.com,tinynuke,dga
rdqucdkwwckaeriam.cc,ranbyus,dga
bajwrcn.cc,pykspa,dga
rxmmrr.com,virut,dga
salwiaankjo.dynserv.com,kraken,dga
onguculd.com,vawtrak,dga
ygjjniorguonm.com,ramnit,dga
kutughos,deception,dga
bpnfichjd.com,dircrypt,dga
xuqfoycopljomv6t.com,bedep,dga
fvgmisqssgg.uk,locky,dga
hogukaosbooreho.ddns.net,symmi,dga
qtgubbteuqje.com,tinba,dga
ecclesiepecca.com,gozi,dga
u1au4axjk5xcyf.com,shiotob,dga
riddenclear.net,suppobox,dga
160yy6a1l9pzpp8mq0dnyyps0x.com,zeus-newgoz,dga
yworsqspjxocjhmf.com,murofet,dga
qqashwnshh.info,mydoom,dga
fit5eh.nz,charbot,dga
qgtmkgfqbex.org,pykspa,dga
mdewmtiwmtma.net,sisron,dga
vofubimipeg.eu,simda,dga
puzepi.info,simda,dga
tg808.com.au,manuelita,dga
jbmtckktkwridwwcs.pw,ranbyus,dga
ekm0y0ica4e8.org,qadars,dga
cauiwahas.me,pitou,dga
aqpkihtmnukirfqflbwv.com,zloader,dga
xxpdrmpl.cc,proslikefan,dga
coaching39.buzz,manuelita,dga
mzexmjiwmtia.info,sisron,dga
ayxlcdpdus.com,alureon,dga
nafkokxe.ru,pushdo,dga
rximrsensinaix.com,banjori,dga
rmbsyccdzar.tv,oderoor,dga
pagociwhpdmlxjmttikj.com,zloader,dga
zhnemwu.tv,oderoor,dga
ftdqagkmbttgjtwr.com,sphinx,dga
collegefortieth.net,suppobox,dga
juxujtrqufep.org,cryptolocker,dga
tfdgphgagp.com,alureon,dga
hvgfmtlzqcauhlrvojfydmrcwg.org,murofet,dga
organizationexitreference.com,matsnu,dga
vqoihqfgbphaaa.com,ramnit,dga
3l1tytgh5vsf7j7n383.ddns.net,corebot,dga
ojpnxhkedv.com,alureon,dga
epc6m0w2aji0e0y.ddns.net,corebot,dga
tanilthainternity.com,manuelita,dga
cbjzijedoemdfjpferbspxhg.org,qakbot,dga
sixssgdrcqustoqtgxoj.com,zloader,dga
eyuwrsensinaix.com,banjori,dga
356d3dedfa57bee4a3ccf7df7d3719a6.co.cc,bamital,dga
lymnuqkfuqppylvpi.com,dircrypt,dga
dqbauboq.com,ramnit,dga
cklphsuiwcymao.info,pykspa,dga
m04b083b1b36d11907202244864d8f91d9.hk,dyre,dga
8e0651da22685.tickets,monerominer,dga
niccrind,deception,dga
eedkxv.com,virut,dga
xsfyuuytmbva.com,ramnit,dga
13v0lbj56w7iwbq4.biz,chinad,dga
mbbbdmnfdoadfoaf.com,padcrypt,dga
rsfidg.com,virut,dga
alexandreastrickland.net,suppobox,dga
buorlhlnlznvnzfeyxcuzlfy.biz,gameover,dga
charlotteelisabeth.net,suppobox,dga
v37b42e83019c967812fed5484eeff313e.in,dyre,dga
ztorwsrghleknrpntvdeyhyey.info,gameover,dga
took-donate.mo,nymaim,dga
dyela.co.cr,conficker,dga
trtexwdrselpmcafy.tw,ranbyus,dga
nmtqygkdzvm.info,qakbot,dga
nsscttyhifcj.biz,tinba,dga
p32pqkrk27a27g13evgzo21pydqa17ewbzctez.com,murofetweekly,dga
nnzqrsensinaix.com,banjori,dga
kbkabt.com,virut,dga
kwxdcocx6.de,qsnatch,dga
uxgtgozsdj4x.com,bedep,dga
htnceqdjspmwsnvzf4.com,bedep,dga
pqqqnrneph.in,mydoom,dga
muatosdxfrexb28ctgre31j36jqn10gqmueu.info,murofet,dga
lapqgbqfdefnkglk.eu,emotet,dga
mebdszodtmqfbdaj1w.com,rovnix,dga
afpyya.com,virut,dga
yyuj.li,conficker,dga
xabugjfb.tl,conficker,dga
southcause.net,suppobox,dga
jrwrmzinff.com,dnschanger,dga
rememberstream.net,suppobox,dga
isoqftm49a17f42gtn10g63kwitn10h64ltdtot.org,murofetweekly,dga
huwemdor.com,vawtrak,dga
jjodmbvddzoxmopgeml.com,dircrypt,dga
k67m69guptkzpxiub18mvp42gsnypzpzj36os.com,murofetweekly,dga
gegro-aiy,deception,dga
ghlioqfawf.com,dnschanger,dga
syoqoyk202gi.net,qadars,dga
xce2988062c7dbc1c8ba0bb08cd128a31c.in,dyre,dga
edtbtqrafn.pw,locky,dga
hklvhmlv.info,tempedreve,dga
pqtkyghc.us,necurs,dga
c9mphw29ml0jo2nb.biz,chinad,dga
n2wsczclecloud.cz,charbot,dga
newsexerciseshapediscover.com,matsnu,dga
t7mqidncgncro10w.org,chinad,dga
jtrihdur.com,dircrypt,dga
ttmrcphqcwfbnqts.eu,emotet,dga
scaleconcertrepairhangluck.com,matsnu,dga
tucakaqalav.eu,simda,dga
0cd0ff46a14e6.hosting,monerominer,dga
khv57fvezewdodn7.com,chinad,dga
iukpvcsjmg.com,dnschanger,dga
qxaxo6ytgxkbu2o.ddns.net,corebot,dga
ijimsdyctw.com,alureon,dga
cqxxxvmkfpnfjhao.com,sphinx,dga
86oy8e42s24m.top,qadars,dga
boniwyk.info,simda,dga
tgmwzfzgkd.com,alureon,dga
ycqoaoa4a4io.net,qadars,dga
uamrriunjiao.biz,cryptolocker,dga
cyixetf32m49gycvd30crp62bqcsl58hzivhz.biz,murofet,dga
6a1126ef97742cdbf10cd2ea913df5b4.com,tinynuke,dga
mjyxmjiwmtia.net,sisron,dga
tmnhdrafev.com,alureon,dga
anaeeklakbcflfak.website,padcrypt,dga
peaqwivtxgpjgmaehipdlbjrpbeu.net,murofet,dga
mjgxmjiwmtia.info,sisron,dga
dpbzdtlrtghypaifunrwgzl.net,gameover,dga
hffcjliuchlqwklt.com,ramnit,dga
pdkzgfslijbsfvc.com,bedep,dga
czsibnpfctoziqnqnxa.com,dircrypt,dga
satxabgwmyphiqqrexrs.com,zloader,dga
azshynhste.com,dnschanger,dga
mjqxmjiwmtia.com,sisron,dga
06c2ou8ao68e.org,qadars,dga
qnqphheamn.info,mydoom,dga
protqvuwt.net,oderoor,dga
7enbalance.lv,charbot,dga
rknphd.com,virut,dga
twqdklaiex.com,fobber,dga
oouoczsgcg.com,dnschanger,dga
ceamugei.ru,pushdo,dga
d7e7cc814b7e7df81a4cc6663d310a06d0.so,dyre,dga
wesifanansnan.com,pykspa,dga
fkyhwuvynvgakskv.com,sphinx,dga
4nlvgm58gadpxobqfpjz1ag9.org,zeus-newgoz,dga
sxhmwpryjlcejgug.eu,emotet,dga
efkhkktsoggg.xyz,tinba,dga
cdeepqvtjorviihs.eu,emotet,dga
kybggck.fr,locky,dga
avfve51buj56mxb38iqavjupxh14cwdxkrnu.com,murofet,dga
gjugr9aq4846teft.com,chinad,dga
v9qiia.ru,qsnatch,dga
hthotc,deception,dga
wglnwxssfssh.com,tinba,dga
ckvursensinaix.com,banjori,dga
mxp2ldhj1h.vn,qsnatch,dga
zkvlfdlgf.com,oderoor,dga
a6875350174082da7676dca7bdf0b15f.info,bamital,dga
d7afcf21f7b4c59f26df6c7289625167.com,tinynuke,dga
z64f383d896d22ebc5c90e8565575adcfc.cn,dyre,dga
hpcfhnbduy.com,ramnit,dga
fodoafdbcdlnkakf.com,padcrypt,dga
kpejcasxtkddxhvcconv.com,zloader,dga
j5d2ave9xc.com,shiotob,dga
veoopaqar.org,pitou,dga
p32htf12k17m49irdsk27e51kycrkxf42awewa17.ru,murofetweekly,dga
ldanknmdiqtrot.com,ramnit,dga
puxneixe.ru,pushdo,dga
vfgpyclsfjrvxnfv.eu,emotet,dga
qivq00cy9kb01nj691i1ezc5n1.com,zeus-newgoz,dga
mwifayrrfidtdpqik.be,locky,dga
wclftczhwgojxdxrgoznjgaceeq.biz,gameover,dga
o61j26asf42k37btbsmyc39g23jsf12g13arfxdw.info,murofet,dga
vzbxuddx.co,proslikefan,dga
mcsskkuuwikksaki.org,ramdo,dga
gatjyer.cc,oderoor,dga
withinpower.net,suppobox,dga
oellhgmvnxyf.com,bedep,dga
7i29migbti.vg,qsnatch,dga
raaxasana.ddns.net,symmi,dga
solo-ay.org,charbot,dga
animamperqcan.com,gozi,dga
whybi8cnmb34s0q.ddns.net,corebot,dga
5ge4f3gzlywq1.net,shiotob,dga
ibsbknghs.com,tempedreve,dga
z2xctw1hg8cbl159mz3n1e8rbv7.org,zeus-newgoz,dga
a5ad463ef13a201120c49c9c7ff549a8.com,tinynuke,dga
tunikyv.info,simda,dga
yyctnokqzfk.net,vidro,dga
e82gu8ycucus.net,qadars,dga
gyhrgpqssgqcbaxozlrwkjjfijuw.org,gameover,dga
internet-wecn.co.jp,manuelita,dga
gqwgeosswywyqaik.org,ramdo,dga
kgoopwpvulqjol.com,murofet,dga
9b86bb2ef4bad69cca0110076215e1f4.org,bamital,dga
dhxmjnfyumbi.ru,tinba,dga
9b741dc6d762b.blackfriday,monerominer,dga
gmsgoaqwogqyomwm.org,ramdo,dga
laebgpyuud.com,dnschanger,dga
mozeuucofc.com,fobber,dga
itfqjxiii4drtfw.com,shiotob,dga
t33781e0e3e3a8045ede6abea36a7a269b.cn,dyre,dga
swuskwbnf.tv,oderoor,dga
e31oyf12byo11m29n40kzp52c29fwjtg53ouowix.org,murofet,dga
ygiwqoq8uoio.net,qadars,dga
sections-outcomes.nu,nymaim,dga
bvkollqlqtcx.me.uk,tinba,dga
ahmadeoqvnu.com,vidro,dga
htmyuuorwkivqvotcxyg.com,zloader,dga
vkvhffgumr.com,alureon,dga
ymehcw.com,virut,dga
dadfixariseclaimpreventlack.com,matsnu,dga
ruiygrbclyip.com,tinba,dga
drinwgf.it,locky,dga
nuilaaxav.mobi,pitou,dga
ccncflladeaoaaec.com,padcrypt,dga
nuuauoqyopmsbhep.eu,emotet,dga
0f91498297eae6b5bcf5ae09d30ccd00.com,tinynuke,dga
eamamclaindulg.com,gozi,dga
mzaxmjiwmtia.org,sisron,dga
goyrtveopwmxpmeia.tw,ranbyus,dga
cmwulcyjfaambxij.com,sphinx,dga
khfgfx.com,virut,dga
sjmdkkvqeqhwmstmw.com,ranbyus,dga
qqplezdjxv.com,fobber,dga
nkuci9tcsdt3okg.com,shiotob,dga
lygyxor.com,simda,dga
rbdjvdmrzyvu.net,vidro,dga
mzexmjiwmtia.info,sisron,dga
tribal-error.hn,nymaim,dga
jqiymfmej.com,oderoor,dga
y3wj33.jp,charbot,dga
pijrrtygflsfcjug.com,sphinx,dga
gunyb38jsf12osh14e51nxk47d20l28oqk27ayl48.org,murofet,dga
guoth34p52d50l18cukxg43hzktiqnrnug23iv.biz,murofet,dga
gndxeysr.co.ke,conficker,dga
vjgpcrpcc.com,dircrypt,dga
plesgnkes,deception,dga
dhgtnzkhark.net,tempedreve,dga
g4xdw7r6p3gb2il1v1.net,rovnix,dga
s6vibt5oc9494umr.cn,chinad,dga
junoxwodcvjg.biz,tinba,dga
qqftngis.de,locky,dga
8ed51ba8fed1527e094cb010ae155872.com,tinynuke,dga
381ed097870ca065ba2ee82a9a6aba48.cz.cc,bamital,dga
taaifdpldetsksa.com,ramnit,dga
opfoaaray.org,pitou,dga
zztmz66nh1kyakdpqv.net,rovnix,dga
tyypuyjln.be,locky,dga
adlcrg.com,virut,dga
qpbmcrvmgn.com,dnschanger,dga
tyaian-fal,deception,dga
egbmbdey.cc,oderoor,dga
tewwrqure.tv,kraken,dga
jtromgn.com,pykspa,dga
7d52b756cc53c.tickets,monerominer,dga
h2wvhv6qcqrvd4hn.net,chinad,dga
ilijrwcppewp.biz,tinba,dga
hlrsnofynxofwpft.com,sphinx,dga
swingersobtained.tel,nymaim,dga
qphpwqahrh.info,mydoom,dga
ryrtufoxaysro.com,ramnit,dga
a37hrb38c19kufqd30o61osh34hwfwoyczd10n40.com,murofet,dga
plxclxeooj.com,fobber,dga
homafdid.ru,pushdo,dga
b554b5258348dfc96af6c875c9698079.com,tinynuke,dga
hwbwymu.cl,conficker,dga
cmpvbeesuguyfuuugthhid.info,qakbot,dga
akudbfblvyrt.com,bedep,dga
vwbrj15vft8rbi9w.net,chinad,dga
isbgyambvktflgofowf.com,ramnit,dga
fvbrc59b68hqiwbudvi35bumsb48bsiqaqmz.info,murofetweekly,dga
asmwqsu8mwys.top,qadars,dga
cbfbrffyucmmuebuxl.org,qakbot,dga
gellorrykb.com,alureon,dga
arythqqgtmjkjauhqa.com,ramnit,dga
kmoqdkveoyj.net,vidro,dga
mbvijgjdujgo.net,vidro,dga
33n3w2v0dugh11z19czk3jom2.net,zeus-newgoz,dga
qpiokzfzfzkvlgoppzzngvr.org,qakbot,dga
bmmpontmdkcx.net,tinba,dga
fndobmnbmcfeaabb.com,padcrypt,dga
siqiyvasht.cc,oderoor,dga
yfhfjserjbed.com,vidro,dga
krkinfysnnddsdmy.eu,emotet,dga
yacmsivzmycfl.org,qakbot,dga
nvzhrsensinaix.com,banjori,dga
c32563b3af6a9.tickets,monerominer,dga
ahnnnwmqas.com,mydoom,dga
dkqhpxuwpwyv.fr,locky,dga
obhvnfuwujel.com,dircrypt,dga
edtgoxcpcmdekrjy.eu,emotet,dga
ffadbfabebflmdck.com,padcrypt,dga
uofiyucjpwvkrzlswxpcabq.net,qakbot,dga
mbhtsgamuaeettbfu.cc,ranbyus,dga
xykdjw.vn,conficker,dga
tfqirtrzcx.com,dnschanger,dga
1xbet-9z7daby.win,manuelita,dga
675fbce0f3c421eb8d03e472e95d89c5.co.cc,bamital,dga
spyware-covered.pl,nymaim,dga
63a0890e7bb3a8d5d02306e133d9f145.com,tinynuke,dga
christophersullivan.net,suppobox,dga
wvmghanansnan.cc,pykspa,dga
uarmoa.net,pykspa,dga
rbdjvdmrzyvu.dyndns.org,vidro,dga
edirgit.com,vawtrak,dga
hzaxfc.hk,conficker,dga
erayfaaat.name,pitou,dga
o0jtu6gawyw7epie.net,chinad,dga
j4dirwtunwta.com,qadars,dga
cqsqcekm02oi.top,qadars,dga
ubadkzozej.org,tempedreve,dga
falucge.com,vawtrak,dga
5d4b18fc77b0f9e2038ebe5e82a0c0ad.info,bamital,dga
shhwpqmpmn.biz,mydoom,dga
dpcbiflswejkcfllx.com,bedep,dga
hueutawat.us,pitou,dga
ybfdwfrc.cc,oderoor,dga
rfpxnhuoidylhynb.eu,emotet,dga
pxkhtpyufnby.com,tinba,dga
cihuahergoteeni.ddns.net,symmi,dga
p5ibj9.cf,qsnatch,dga
vdwhkienizopjdyg9.com,bedep,dga
emciiwyioimymcgu.org,ramdo,dga
sgbive.com,virut,dga
kgdwcrbvnv.info,tempedreve,dga
arlum69luc59hrj66fqa57izdugycvexpqnr.com,murofetweekly,dga
nwoeylnsaiftomg.com,ramnit,dga
machinanturpropter.com,gozi,dga
wedbjxal.eu,proslikefan,dga
odolimtiux.ddns.net,symmi,dga
fhgjdfjt.cc,oderoor,dga
wcwwrsensinaix.com,banjori,dga
trustndswops.ru,charbot,dga
puvydap.com,simda,dga
dfs2xuoyr4qqdw.net,shiotob,dga
skwamogwgcqccggc.org,ramdo,dga
xlfxfdv.pw,locky,dga
okvkaletce.com,fobber,dga
aopldfuhwhgra.org,cryptolocker,dga
vcxkrwxlbgdtvihy.com,ramnit,dga
e11bykqjuoum29ivnvm49d10nthwo41oumrlr.com,murofetweekly,dga
safinwicas.com,vawtrak,dga
dvklfxakaqxumjuj.com,sphinx,dga
erayfaaav.name,pitou,dga
controldiscover.com,matsnu,dga
ekaoaca0aoi8.net,qadars,dga
jclmwrdwrimlmm.biz,cryptolocker,dga
xpu9la9675lrt268.ru,chinad,dga
glegomami,deception,dga
lyxesyn.su,simda,dga
a20451827e83d2df633aa07f11fa1a1cd7.hk,dyre,dga
nvdedihqlvnbigaxfivqpflzd.info,gameover,dga
prvyajfhlq.com,fobber,dga
kimberleyeglantine.net,suppobox,dga
qrixfgnquidn.net,cryptolocker,dga
mjdufyfqbex.com,pykspa,dga
tools-drawings.xyz,nymaim,dga
dutylistexchangeswimprogram.com,matsnu,dga
ejakkwck.com.mt,conficker,dga
wwxonenf.com,ramnit,dga
rusjtjnmujziodm.com,murofet,dga
khxbyrshpwrywkiaq.in,ranbyus,dga
sdkzkvcd.top,vawtrak,dga
qtiixgafexkgze1.net,shiotob,dga
g43jvb28g63jskuizfvbsb58nzp12a57ozard10.ru,murofetweekly,dga
veoopaqav.org,pitou,dga
31b4bd31fg1x2.feedback,monerominer,dga
0326673b04e3c.tickets,monerominer,dga
kjfrxntowbffpnxr.eu,emotet,dga
36fa22bf4264b446c4ee7913985c8eae.co.cc,bamital,dga
nitpoi.com,virut,dga
allufowgeh.com,vawtrak,dga
jgfvrjvefo.com,dnschanger,dga
fcknbcenbfcamnnn.eu,padcrypt,dga
e6o4avgvn.ws,qsnatch,dga
ye01b65d76ab6ac3f0994d1d392a8c6da0.tk,dyre,dga
r5sdiar6.co,charbot,dga
rinoshaterdaparshicoorara,deception,dga
uowpynvxlvozklpbq.com,bedep,dga
78ro6eazeweoy7ilzy.net,rovnix,dga
mdiwmtiwmtma.net,sisron,dga
udvskbohq.com,ramnit,dga
jaqdmcstpauymgqmj.com,ranbyus,dga
mzaxmjiwmtia.info,sisron,dga
qrnqsmhehs.info,mydoom,dga
axkpuza.org,tempedreve,dga
ssaiop.com,virut,dga
02a07b17c8caa98d86dd0953a1d8303d.com,tinynuke,dga
tokmjokeslowocv.com,dircrypt,dga
swimpharmacy.org,nymaim,dga
upxkxxvebm.com,dnschanger,dga
sgkaxjnjih.com,fobber,dga
gezvrcn.ir,conficker,dga
pspqyyuy8nqjkkm7fj.ru,rovnix,dga
menahuojg.net,vidro,dga
wcwacalizfulztaufqdrcwof.net,gameover,dga
lm2lvorzw.cd,qsnatch,dga
pnhanarqan.in,mydoom,dga
ozbezhizhcmswerhmmbswcazd.net,gameover,dga
gafusksiokcdmnvn.com,sphinx,dga
1qtnx3d1cnt4rj1gnu92aao97hp.org,zeus-newgoz,dga
lvctmusxcyz.tv,oderoor,dga
tnqhwll.cc,proslikefan,dga
mpnqtgfqbex.com,pykspa,dga
xaiqg11di1zou1808xbw1pdbngl.net,zeus-newgoz,dga
idsos190a72q190lx931vvwzam.net,zeus-newgoz,dga
signupinsects.ch,nymaim,dga
tenantenjoying.top,nymaim,dga
thefaosvky.com,dnschanger,dga
qu4life.pl,charbot,dga
uzbaaasav.com,pitou,dga
faygnzyuxqhx.com,vidro,dga
tyqrczvol.co,proslikefan,dga
pufcxhcopv.com,fobber,dga
egwaloegdaeh.ddns.net,symmi,dga
gjsmmqujbskjnu.co.uk,cryptolocker,dga
b050598094f73c8fe5ea489879fe5cdc.com,tinynuke,dga
worlds-header.in,nymaim,dga
qljtvh.eu,proslikefan,dga
ujcqmt.com,qsnatch,dga
ztoxrsensinaix.com,banjori,dga
j26mtk47kwgukunvdwcyfqfqgve61d30c49jz.info,murofetweekly,dga
puvryalunvwyzimakkyjzxuhq.net,qakbot,dga
qnpwfupeietpd8.com,bedep,dga
sfqndtbmxc.dyndns.org,vidro,dga
mzexmjiwmtia.net,sisron,dga
owpgqgeoya.net,pykspa,dga
ofsjid58anet76ojmro6mri.ddns.net,corebot,dga
a6875350174082da7676dca7bdf0b15f.cz.cc,bamital,dga
mhhmwpseqn.in,mydoom,dga
c49e31g43m69aqnsdzkwe61jsp62hwdtcxa37m39.com,murofetweekly,dga
hlkbabvwxdljbqojsc.co,necurs,dga
qgpeugpshc.net,tempedreve,dga
ikepibaysl5k2.com,shiotob,dga
evmmhu.am,conficker,dga
mzaxmjiwmtia.net,sisron,dga
pkwlvodtxehftbwu.in,locky,dga
hueutawaw.us,pitou,dga
sjercx3x5jijunwpaba.ddns.net,corebot,dga
tgternlkys.com,fobber,dga
14af4fcbf2f97db4cbebb5609bf7d8d9.com,tinynuke,dga
gybdrsensinaix.com,banjori,dga
qqjkrsensinaix.com,banjori,dga
yywxtqkqtltsimlv.eu,emotet,dga
qyxicpitwiaxbvli.com,sphinx,dga
mouatainvimw.ru,charbot,dga
pmrhfentmb.com,dnschanger,dga
pxklygmpweqepwhk.com,sphinx,dga
tjklrihkpcyy.cc,tinba,dga
soioemkyieqmmmik.org,ramdo,dga
izjaqloj.co,proslikefan,dga
qswmdrwrncneerh.com,dircrypt,dga
essechristiusquephonevi.com,gozi,dga
tbyabzmgpe.com,fobber,dga
mjcoffksqev.eu,proslikefan,dga
zcrhkucpvlqtenmimlccarcq.info,qakbot,dga
ohtani.com,virut,dga
xwlvnudl.co,proslikefan,dga
qhsuvxcug.com,dircrypt,dga
5nunypah1tc0evwlaje.ddns.net,corebot,dga
sovqwrz7zj77midnov.com,rovnix,dga
luttherfacsubscripta.com,gozi,dga
yetersensinaix.com,banjori,dga
jcuqksqqkk.com,alureon,dga
ibfn641a1fpa71sxffsfbagxb0.net,zeus-newgoz,dga
6312cd827f43a.hosting,monerominer,dga
elobivqrnx3q9vf.net,shiotob,dga
annijiantechicken.com,manuelita,dga
vcmqswqt.com,dircrypt,dga
onemgat.net,oderoor,dga
jbkmolqsyk.cc,proslikefan,dga
nationallvf7.cz,charbot,dga
hcngijqzzt.com,vidro,dga
uxcwgwfwe.net,oderoor,dga
a8azctyq6clsc6avkp.cn,rovnix,dga
ybtbipmqfgsrqargh.com,bedep,dga
lxfekapufow.com,dircrypt,dga
siclafitimpenditur.com,gozi,dga
sosiiymisiyuqees.org,ramdo,dga
nhcjzycikowvleofrirss.info,qakbot,dga
tcavuakxe9nejjme.org,chinad,dga
sqmwarqpar.biz,mydoom,dga
cnhrikuhlmom.be,locky,dga
vkrccrhainbitkizbimfrbeibt.info,gameover,dga
ensgle105n5thfgquho6fz0g0.com,zeus-newgoz,dga
ncaakfmlkddbomae.com,padcrypt,dga
